review,sentiment,sentiment_pred
اتفه انسانه ريتها في حياتي ملا مستوا منحط,Negative,negative
كان جات فمه جايزه نوبل للكذب و التبلعيط راو كل عام يربحها عبد الفتاح مورو عن جداره,Negative,negative
ماسط لاسط نهضاوي جاهل بهيم متخلف ارهابي و طريقه دفاعو علي المجرمه و الكفار واضح فهو لا يمثلني شكيب,Negative,negative
سذاجه,Negative,negative
ماسط لاسط,Negative,negative
ناسي روحك انت زاده قفاف يا ماسط الافريقي اكبر من جد بوك يا طحان,Negative,negative
احلي دنيا يا دنيا اخري منورين منورين منورين,Positive,negative
مبدعه و فنانه كبيره من احسن الممثلات في تونس,Positive,negative
نحن نعشق الحوار التونسي,Positive,negative
منحط اخلاقيا غلطه من اغلاط ثوره البهامه,Negative,negative
و الله لا شيء جديد علي قناه الحمار التونسي سوي انهم يستضيفون ارذل الماركات التونسيه,Negative,negative
هايله,Positive,negative
انسان لا يعرف معني الحوار تافه,Negative,negative
بسم الله ما شاء الله,Positive,negative
احترمها,Positive,negative
نكرهم لزوز,Negative,negative
من زينه النساء التونسيات,Positive,negative
الكبير ديما يقعد كبير يا فوزي عندك ذوق في كل شيء اما لا زمك توسع بالك علي خاطر موش انت اخترت ضيوفك زينه ناقصها كان تولي تطلب,Positive,negative
عندو خفه روح مش نورمال يدخل للقلب طول و الحاجه الباهيه من الخطاب عالباب لتو متبدل فيه شيء ههه تحيفه هذاكه هو,Positive,negative
كريوك خنث تافه طحان ماسط جبري فاشل لكز عفش رهط فاسد متخلف مريض,Negative,negative
المعلم,Positive,negative
كركوز كركوز,Negative,negative
لا تمثلني ولا تقنعني,Negative,negative
برافو شرفتنا ليوم وزيد صوتك روعه برافو,Positive,negative
انت يا طاهر بن حسين حمار حيحا حيحا نقص من نهيق موش بهيلك,Negative,negative
وليد التونسي برافو ملك البلاتوه,Positive,negative
يا غبي يا غبي,Negative,negative
راااجل,Positive,negative
تهبل,Positive,negative
جعفووور يا باهي محلا طلتك والله كان مش انت لا نتفرج,Positive,negative
انسان تافه و مهرج ع قه له بالفن و الاخ ق متخلف و كغي,Negative,negative
متربي و متخلق,Positive,negative
احلي فوزيات فوزي بن قمره وفوزي الرويسي وفوزي البنزرتب,Positive,negative
مها من احسن الممثلات في تونس براااافووووووو,Positive,negative
ملا رهوط اللطف,Negative,negative
تعجبني برشا,Positive,negative
لا تربحك ا ساامي الفهري,Negative,negative
منافق,Negative,negative
انا نحبها,Positive,negative
ملا لعب ماسط واحد اوليلو سكر و دم بش هوما يضحكو,Negative,negative
كانو حاسب روحو فنان و يقبل النقد انا منعتبروش فنان و ميشرفنيش هو و امثالو,Negative,negative
جاهل و منافق,Negative,negative
يا توفيق رك مصت برش,Negative,negative
نحبها,Positive,negative
بورحوليه الراجل هذا وقفلي مخي كيفاه يحب يرجع بن علي تي مالا وعلاه احنا عملانا ثوره شعب بهيم و مستك و جحش و كلاب في نفس الوقت تفوه تدخلات فارغه موش بلاصتو كلام الناس و يزينا من تفووووووووووه ياولد عاهر امين قاره جابوه للحوار التونسي باش يطير عليهم العين هههه امسط منشط في الدنيا امين قاره اول غلطه لقناه الحوار التونسي البلعوط تفوه علي ما يحشمش تلم وهف يهزك ملا شلايك عليها من الله ما تستحق ماسط ماسطه مالهاش مثال ولا في الخيال و تستاهل هذه عيب عالاقل استر ماستر رببي جايبينو يحكي مباشر ملا تطور صاير فيالبلاد رانا نتفرجوا صغارر وكبار والله عيب ما ننكروش الي الحوار التونسي تعجبنا ونحبوها اما ننصحكم بلاش محبه الشعب ما يصرير شيء وشكرا مله مهزله بلاهي كي ما تعرفش القران اش لزك عليه يا كافون يا حثاله كمشه مثليين و سقاط رني رني علمو الشعب الدياثه و القحب قاداشكم ارخاس الشعب الكل اكرهكم راك ماسط راك لاسط راك سلعه كلخه ما تشيخ الراسط واااا حمزاوي فين طاير في السماء كيما قالوا ناس بكري معيز و لو طارت و الفاهم يفهم حمزاوي اعتزل الفن بعد ما شهد هذه المهزله فضحونا بالعري فنان عنصري و غبي مزور راك ماسطه راك لاسطه الشيب والعيب كراكوز ياغربي ابتذال وسفاله بدون حدود اشبعو صتايك يا قناه المخور نكرهك انت هذ سال ماااااسط ملا حاله وملا مستوي متاع سي الكبش الفرك من اسخف و اوطي الاعمال بصراحه مش متع سهريه وسط العايله تافه برشا سحقا لمفيده واولادها لهمل يعلمو في الشاب بعد عن ربي ودينهم حسبي الله ونعم الوكيل فيكم يا خمج برنامجكم في النازل و اعتذاركم المتعالي لا يكفي و لن ننسي انكم كنتم تسوقون للمثليه تحب تعيشوا الناس في الخيال التافه متاعكم رمضان و قله حيا اش بش تلقوا فعلكم فرخ ماسط سط خنزير هذا مقرف فدينا منوا ماللخر قمه السخافه ممصطها مقدم تافه و تفاهه شلاكه الله يهلكءك يا فهري يا مجرم اسمو طاهر وهو مسخ هههه شيخ المثليين عندها حق ماسط يكتل الطحين لترويكا جاهل من جهال تونس مقداد والله كثرت علي ما وصاوك فاتك القطار عيب و عااااااااااااااااااااااااااااااااااااااااااااااااااااااااااار,Negative,negative
جعفور ديما منور القنوات التونسيه,Positive,negative
ممثله قديره و انسانه راقيه و رايقه,Positive,negative
فوله مسوسه طاح بيها غراب اعور,Negative,negative
ماسط لاسط ها الراجل وزيد ما يعرفش يحكي,Negative,negative
برافو سامي الفهري,Positive,negative
ناجي جلول,Positive,negative
والله ما امسط من نجلاء كان انت والفن تكب سعدا من نهار لشديه انت نقيب الفنانين برا شوف خدمه اخري خيرلك انت عملت عار وريحه اكثر من نجلاء ياسيدي شيخ تحكي علي الفن شنوا مستواك انت تي انت ونجلاء كيف كيف انت م وهيا ق ورجال ميتحقرش يابهيم موش ندافع علي الدالاجي اما حسب من شوف خير منك وعطي في ميدان متعوا خير منك مرخصك حاصيلوا يا مسخ تفوه عليك وعلي قدرك كان عندك فدر,Negative,negative
