clean_text,sentiment
قمة في الابداع فايزة المحرصي انسانة عفوية وبنت باب الله وظهرت ارجل من السياسيين اكرمت الضيف دون ان تتاكد من صدق بطولته المزعومة برافو برافو برافو وليد التونسي إسم على مسمى بأتم معنى الكلمة إنت أعطيتهم مثال لتونسي المسلم الحر و المعتدل و صاحب مبادئ الثورة الحقيقية وجيهة معلمة مشاء الله يعجبني بدر منورة البرنامج نادرة لململول بستيلها المزيان و كلامها الموزون و زيد شوقتنا باش نتفرجو في مسلسل اولاد مفيدة ما شاء الله عليك فوزي برافو وايد التونسي يعطيك الصحة عندها صوت و جمال و جمهور حسن واصل اغاني سماح عبد الفتاح مورو صريح و معلم مريم محلاك لبارح انا مصرى متابع للبرنامج من سنتين بس الحلقه اليوم قمه الروعه ناس عندها من الاصرار والعزيمه تخليك تحس انك حجمك ضئيل جنبهم وانك مهما عنيت فى حياتك فى ناس عانت اكتر من بكتير تحيه اجلال وتقدير ليهم كلهم والله يعطيكم العافيه وان شاء الله من نجاح لنجاح اوو ملا كعبة الراجل هذا فنومان بصراحة فرهدنا الليلة وعملنا جو يعطيه الصحة انا نتفرج فيه و يعجبني ضمارو نظيف و يضحكني الصافي سعيد متالق كالعادة عسل كريم برافو عجبني برنامج لعملو معلو اش خص ناس كل كيفو جعفور إنسان متخلق و متحضر و تفدليكو مقبول و محبوب من قبل الشعب التونسي لكل معلللللللم تبرك الله عليك انا نحبك والله بكاتني برافو تبركلي اعليها نتمني لأحمد الخير والنجاح إنشاء الله برا فو ا ريم مشا ء الله عايك انشا الله ديما متميز ه كافون الصٌافي سعيد أذكى سياسي تونسي كتير ممتازة روعة اعز حلقة و برافو صافي سعيد وحدو البرنس ، مح ه جونا التونسي هذا الانسان رااااقي جدا لانه لا يستهزئ بالناس ولا بالجهويات وهو ضااامر و بشوش أحسن واحد البرنس احسن ممثلة في تونس الله يبارك احلى خلفة زي مايقولو المصريين بناتو كي العسل يرحم ميمتهم لي ربات جزائرية كلام معقول برشا و عقلاني,Positive
ما شاء الله عليك انشاء الله موفق في مشوارك الفني واحلى حاجة فيك اسمك، على اسم راجلي,Positive
العراء والقراء وقلة الحياء,Negative
تبقى احلى مذيعة,Positive
ههههههههههههه الله يحفظهم وخليلكم ابوكم وامكم,Positive
وجيهة في كلمات متخلقة و حنينة و صعيبة,Positive
حلقة حلوة وبدر احلي,Positive
عسل و محلاهم البنات عفويين و ما يتصنعوش و ربي يبارك فيهم و بالنسبة للي يتمقعرو و يقولو جبريين راكم مساكن في مخاخكم بالك إنتوما عايشيين في كوكب آخر,Positive
برافو اتفرجنا,Positive
هذوكم خطر على الصغاروالكبار كلهم امراض اللهم بعدهم علينا ملا شواذ اممسخين اتقوا الله وخافوا عاقبتكم راهي النار باش تحرق جلودكم ياقطاطس,Negative
إسم الطاهر حرام فيه هذا النجس كلب من كلاب اليسار الراديكالي,Negative
هالرهوط الي تجيبو فيها,Negative
مرزنك و مرزن ملايكتك,Negative
فنان و عليه الكلام ، عبرة لمن يعتبر في الاخلاق,Positive
المعلم زايد قد ما فما في تونس تبقى انت ال ربي يوفقك,Positive
برافووووو وليد طلعت سيدهم,Positive
جاهل و متخلف ويحكي على الثقافة كي العاهرة الي تحكي على الشرف,Negative
لمين النهدي إنني إمبراطور المسرح و الضحك في تونس,Positive
عزوزة كان رجعت لربي خير مسرحية كلها غشت,Negative
ممثلة من الوزن الثقيل,Positive
تاااااااافه موش تعمل نقابة كي تعمل أوسكار او تونس فيها ثلاثة فنانين يتعدو على الصوابع,Negative
منورين كلكم ربي يستركم,Positive
وجيهة تعجبني وتشرف التمثيل والمسرح في تونس ربي اوفقها,Positive
محلاها اموا,Positive
أمسط وأعدم عباد ربّي,Negative
عسلة,Positive
مسلسل رغم الاحزان قريب شهور و احنا نتفرجوا عيايلات و لا فيه حتى احراج اما سامي افلام و مسلسلاتوا يا لطيف و برى قمة البذاءة و الرداءة,Negative
من يشاھد ھذھ المسلسلا إ قليل الحياء حسبنا اللھ ونعم الوكيل و حول و قوة إ باللھ,Negative
يعطيكم ااصحة برافواااا,Positive
تحياتي لهاتة الاستاذة انا شخصيا درست عندها بكلية الحقوق بصفاقس استاذة عظيمة وما الاعاقة الا اعاقة الاخلاق و المبادئ,Positive
معلم,Positive
برافو ملا بونو عتاه ل اكل الممثلة الى منعرش منين جبتوها و موقف بالنسبة الموضوع المثلية الجنسية يستحق التقدير و انا اساند احمد الاندلسي خاطر الشىء له من دينا و لا في تقاليدنا و يلزم يهز يعالجوهم الناس هاذم من باب الانسانية,Positive
ماسطة,Negative
ملا طحان عههههه لا لا زيدو ثبتو فيه طحان محنك,Negative
بابورك زفر وبديت تهز و تنفض,Negative
قناة ناجحة بكل المقاييس و الاكثر مشاهدة في تونس,Positive
عيب كبير انو الإعلام يعطي فرصة لمثل هؤلاء الشواذ للظهور على الملأ و التعريف بنشاطهم و ميولاتهم و مطالبهم و اعطاءهم حق الرد و السماح لبعض الشخصيات العامة للدفاع عنهم و مهاجمة من هاجمهم عيب كبير كي ولينا نشوفو حاجات كي هكة في التلفزة,Negative
المساطة أون بيرسون,Negative
إڨلب منظرك وهف ليييييك يكب سعدك على ماهو مكبوب تو امو و بوه فيبالهم بيه عادي إستغفر الللللللله العظيم,Negative
جعفوووور يا معلم واصل ربي معاك,Positive
توى هاذي غنايا مرخصها,Negative
جبرية جااااهلة,Negative
تافه,Negative
امين مقدم مسطك جا مع واحد على البصة يشد فران ولى يسلك فها بالسيف ههههه,Negative
آمنة فاخر نستاهل محلاها,Positive
ملا عقرب ابي حني,Negative
وحدك يا الفة,Positive
كلب الارهاب الناعق الرحموني وأمثاله من العملاء الأنجاس,Negative
كلب من لكلاب خماج شهر رمضان المبارك قلت لحيا هاو إلعهراة تتفرج,Negative
لا يليق بهذا البرنامج ثقيل وشلق برشة في انتماءات السياسية عندوا حزب واحد يدافع عليه وبكل لطف اطلب من معد البرنامج ازاحته من البرنامج,Negative
محلاه لكلام لي قالو يرتح و يفرح و يبشر بالخير,Positive
وحدو صبري كعبة موش نورمال بصراحة حتى بقية الممثلين برافو,Positive
نكرها عللخر ما جات شي أدوارها لكل زبالة حاشاكم,Negative
انت معلم واحنا منك نتعلم,Positive
مستواكم منحط ،,Negative
على خاطر ولد الجنوب وعلى خاطر تلقائي يعجبني,Positive
العاهرات أمثال هذه اللي يلهثو وراء المال والشهرة هما سبب لدمار المجتمع والفتنة اللهما لا تاءخذنا بما فعل السفهاء منااااا,Negative
توفيق يا تافه و الحاجات إلي تعمل فيهم ما يظحكوش كيف ما عملت وقت مدام يمينة تحكي أنتي ماتحترمش لعباد ولكن هي كانت أرقى منك و زادتك حقرة و تقزيم أحترم تحترم و ةما يعطيوك دور العساس و الصباب على خاتر هاكي حقيقتك صباب و بيوع,Negative
فنان تلقائي اللي في قلبو على فمو,Positive
وليد التونسي يعطيك الصحة كيف جاوبتهم بجواب يستحقوه وربي ابقي علينا الستر,Positive
يا طحان,Negative
لا فيكم واحد ينفع كان الكذب و النفاق,Negative
منافقة و لاعبتها فائقة ملا حالة فيق على روحك مدام,Negative
قحبة,Negative
صحة افطورك عجبتني الحلقة هههه كوميديا,Positive
مبيض الارهاب المحامي الهزيل يمجد في الرحموني,Negative
ما تفرجتيش فيه مي نقلك حاجة سامي راهو رمضان و عيب تجيب حاجات كما هاكا عيب عايلات قاعدة تتفرج عائلة مريييييضة ربي يشفي لمرضاااا منيك احقروه مايتفرج في التفاهة كان التافهين ابو الركاكه و البلاده تفووووه عليه عالزنديق كثرلها من المسوطية تفيه على هالفاطشة بعت روحك بزوز فرنك خليت روحك و ولديك لسبان باش ترضي عليك شوية انذال كيفك يا سلعة السياسة تحبلها واحد مهف و راجل موش فرج بزاق مفعول به كيفك الي يدزو فيك اليوم غدوة باش يدزوهولك لين يخرج من حلقك و اهي مرشومة سلام ع رجال بلادي و الطحانا يقطع سبرهم ملا بهيم زعيم كان في التصفيق ولد التجمع الدستوري حتى هو انسان ماصط لاصط,Negative
